Alias,Software_Package,Identifier,Highlight,Citation,Bibcode,Alternate_Bibcode,BibGroup,Publisher,Article_ID,DOI,Pub_Year,Pub_Date,Author,Title
astropy.org,Astropy,0,.nrao.edu&#x2F;wiki&#x2F;bin&#x2F;view&#x2F;Kbandfpa&#x2F;ObserverGuide aoIDL http:&#x2F;&#x2F;www.naic.edu&#x2F;~phil&#x2F;download&#x2F;aoIdl.tar.gz gbtidl http:&#x2F;&#x2F;gbtidl.nrao.edu&#x2F; astropy www.<em>astropy.org</em>,FALSE,2015A&A...573A.106G,2014arXiv1411.1756G,Spitzer|CfA,Astronomy and Astrophysics,2014arXiv1411.1756G|2015A&A...573A.106G|10.1051/0004-6361/201424979|arXiv:1411.1756|2014arXiv1411.1756G|10.1051/0004-6361/201424979,10.1051/0004-6361/201424979,2015,2015-01-00,"Ginsburg, Adam",The dense gas mass fraction in the W51 cloud and its protoclusters
astropy.org,Astropy,0,(https:&#x2F;&#x2F;matplotlib.org&#x2F;) and AstroPy <em>(http:&#x2F;&#x2F;www.astropy.org&#x2F;)</em> installed. 4.1 Reading datasets read dataset loops over,TRUE,2017arXiv170609899T,,,arXiv e-prints,2017arXiv170609899T|arXiv:1706.09899,,2017,2017-06-00,The EAGLE team,The EAGLE simulations of galaxy formation: Public release of particle data
astropy.org,Astropy,0,"ApJ, 786, 87 Brooks A. M., et al., 2011, ApJ, 728, 51 10 11 http:&#x2F;&#x2F;leda.univ-lyon1.fr http:&#x2F;&#x2F;www.<em>astropy.org</em>",FALSE,2016arXiv160505326P,,,arXiv e-prints,2016arXiv160505326P|arXiv:1605.05326,,2016,2016-05-00,"Pace, Andrew B.",Comparing rotation curve observations to hydrodynamic {\Lambda}CDM simulations of galaxies
astropy.org,Astropy,0,"along with astronomical tools from the Astropy package (Astropy Collaboration, et al. 2013),7 7 http:&#x2F;&#x2F;www.<em>astropy.org</em>",TRUE,2015ApJS..219...14V,2015arXiv150705631V,,The Astrophysical Journal Supplement Series,2015arXiv150705631V|2015ApJS..219...14V|10.1088/0067-0049/219/1/14|arXiv:1507.05631|2015arXiv150705631V|10.1088/0067-0049/219/1/14,10.1088/0067-0049/219/1/14,2015,2015-07-00,"van Eyken, J. C.",The ARCONS Pipeline: Data Reduction for MKID Arrays
astropy.org,Astropy,0,"(Jacob et al. 2010) Python wrapper.99http:&#x2F;&#x2F;www.<em>astropy.org</em>&#x2F;montage-wrapper For any direct comparison,",TRUE,2015ApJ...798...24K,2014arXiv1410.6158K,NOAO|Herschel,The Astrophysical Journal,2014arXiv1410.6158K|10.1088/0004-637X/798/1/24|2015ApJ...798...24K|10.1088/0004-637X/798/1/24|2014arXiv1410.6158K|arXiv:1410.6158,10.1088/0004-637X/798/1/24,2015,2015-01-00,"Kapala, M. J.",The Survey of Lines in M31 (SLIM): Investigating the Origins of [C II] Emission
astropy.org,Astropy,0,"http:&#x2F;&#x2F;www.scipy.org&#x2F;), Python&#x2F;astropy (v1.1.1; Astropy Collaboration et al. 2013, http:&#x2F;&#x2F; <em>www.astropy.org&#x2F;),</em> Python",TRUE,2016arXiv160807285T,,,arXiv e-prints,2016arXiv160807285T|arXiv:1608.07285,,2016,2016-08-00,"Taylor, Matthew A.",The Survey of Centaurus A's Baryonic Structures (SCABS). I. Survey Description and Initial Source Catalogues
astropy.org,Astropy,0,with the astropy coordinates package.4 4 <em>http:&#x2F;&#x2F;docs.astropy.org&#x2F;en&#x2F;stable&#x2F;coordinates&#x2F;</em> Because the inter,FALSE,2016ApJ...832..110C,2016arXiv161000715C,ALMA|CfA,The Astrophysical Journal,2016arXiv161000715C|2016ApJ...832..110C|10.3847/0004-637X/832/2/110|arXiv:1610.00715|10.3847/0004-637X/832/2/110|2016arXiv161000715C,10.3847/0004-637X/832/2/110,2016,2016-12-00,"Cleeves, L. Ilsedore",The Coupled Physical Structure of Gas and Dust in the IM Lup Protoplanetary Disk
astropy.org,Astropy,0,system ephemeris from JPL.4 4 http:&#x2F;&#x2F;docs.<em>astropy</em>.<em>org</em>,FALSE,2017ApJ...840....1M,2017arXiv170405502M,,The Astrophysical Journal,2017arXiv170405502M|2017ApJ...840....1M|10.3847/1538-4357/aa6ba7|10.3847/1538-4357/aa6ba7|2017arXiv170405502M|arXiv:1704.05502,10.3847/1538-4357/aa6ba7,2017,2017-05-00,"Molnar, Lawrence A.",Prediction of a Red Nova Outburst in KIC 9832227
astropy.org,Astropy,0,2011) astropy http:&#x2F;&#x2F;www.<em>astropy.org</em> (Astropy Collaboration et al. 2013) wcsaxes http,TRUE,2016A&A...586A..50G,2015arXiv150901583G,ESO/Telescopes|CfA,Astronomy and Astrophysics,2015arXiv150901583G|2016A&A...586A..50G|10.1051/0004-6361/201526100|arXiv:1509.01583|2015arXiv150901583G|10.1051/0004-6361/201526100,10.1051/0004-6361/201526100,2016,2016-02-00,"Ginsburg, Adam",Dense gas in the Galactic central molecular zone is warm and heated by turbulence
astropy.org,Astropy,0,-K targets (we used the tutorial developed by Paletou Zolotukhin 2014).6 6 <em>http:&#x2F;&#x2F;www.astropy.org&#x2F;</em> Paletou Zolotukhin 2014).8 8 <em>http:&#x2F;&#x2F;www.astropy.org&#x2F;</em> We found several measurements of (Vogt et al.,TRUE,2016ApJ...822...97H,2016arXiv160407920H,ESO/Telescopes,The Astrophysical Journal,2016arXiv160407920H|2016ApJ...822...97H|10.3847/0004-637X/822/2/97|2016arXiv160407920H|10.3847/0004-637X/822/2/97|arXiv:1604.07920,10.3847/0004-637X/822/2/97,2016,2016-05-00,"Houdebine, E. R.",Rotation-Activity Correlations in K and M Dwarfs. I. Stellar Parameters and Compilations of v sin I and P/sin I for a Large Sample of Late-K and M Dwarfs
astropy.org,Astropy,0,".northwestern.edu&#x2F;Research&#x2F;Grail_Cluster.php 10 http:&#x2F;&#x2F;www.<em>astropy.org</em> 11 http:&#x2F;&#x2F;www.naturalearthdata.com 12 http:&#x2F;&#x2F;www.mapshaper.org 13 http Universities, Inc. 5 http:&#x2F;&#x2F;www.<em>astropy.org</em> 141 Chapter 7 Fermi, iP T F, and the G R B using HEALPix (Górski et al., 2005). 16 http:&#x2F;&#x2F;www.<em>astropy.org</em> CARMA CARMA CARMA CARMA CARMA CARMA CARMA All chapters of this thesis made use of Astropy (Robitaille et al. 2013; <em>http:&#x2F;&#x2F;www.astropy.org),</em> a community",TRUE,2015PhDT.........6S,2015arXiv150103765S,Keck,Ph.D. Thesis,2015arXiv150103765S|2015PhDT.........6S|arXiv:1501.03765|2015arXiv150103765S,,2015,2015-00-00,"Singer, Leo P.",The needle in the 100 deg2 haystack: The hunt for binary neutron star mergers with LIGO and Palomar Transient Factory
astropy.org,Astropy,0,how to sample the light curves of 8 www.numpy.org www.scipy.org 10 www.<em>astropy.org</em> 11 https,FALSE,2016JCAP...08..020B,2015arXiv151103662B,HST,Journal of Cosmology and Astro-Particle Physics,2015arXiv151103662B|2016JCAP...08..020B|10.1088/1475-7516/2016/08/020|10.1088/1475-7516/2016/08/020|2015arXiv151103662B|arXiv:1511.03662,10.1088/1475-7516/2016/08/020,2016,2016-08-00,"Birrer, Simon",The mass-sheet degeneracy and time-delay cosmography: analysis of the strong lens RXJ1131-1231
astropy.org,Astropy,0,"1081 Claret, A. 2004, A&amp;A, 428, 1001 Collier Cameron, A., et al. 2007, MNRAS, 380, 1230 6 http:&#x2F;&#x2F;www.<em>astropy.org</em>",FALSE,2014arXiv1412.7761B,,,arXiv e-prints,2014arXiv1412.7761B|arXiv:1412.7761,,2014,2014-12-00,"Brown, D. J. A.","Three transiting planet discoveries from the Wide Angle Search for Planets: WASP-85 A b; WASP-116 b, and WASP-149 b"
astropy.org,Astropy,0,"developed in Python7 7 https:&#x2F;&#x2F;www.python.org , and routines from the Astropy8 8 http:&#x2F;&#x2F;www.<em>astropy.org</em>",FALSE,2016ApJS..226...19F,2016arXiv160702511F,Herschel,The Astrophysical Journal Supplement Series,2016arXiv160702511F|10.3847/0067-0049/226/2/19|2016ApJS..226...19F|arXiv:1607.02511|10.3847/0067-0049/226/2/19|2016arXiv160702511F,10.3847/0067-0049/226/2/19,2016,2016-10-00,"Fernández-Ontiveros, Juan Antonio",Far-infrared Line Spectra of Active Galaxies from the Herschel/PACS Spectrometer: The Complete Database
astropy.org,Astropy,0,"1081 Claret, A. 2004, A&amp;A, 428, 1001 Collier Cameron, A., et al. 2007, MNRAS, 380, 1230 6 http:&#x2F;&#x2F;www.<em>astropy.org</em>",FALSE,2015EPSC...10..603B,,,European Planetary Science Congress,2015EPSC...10..603B,,2015,2015-10-00,"Brown, D. J. A.",Discovery of WASP-­85 Ab: A Hot Jupiter in a Visual Binary System
astropy.org,Astropy,0,"for Astronomy (Astropy Collaboration et al. 2013). 8 http:&#x2F;&#x2F;www.<em>astropy.org</em> © 0000 RAS, MNRAS 000, 000",TRUE,2014arXiv1405.6219F,,,arXiv e-prints,2014arXiv1405.6219F|arXiv:1405.6219,,2014,2014-05-00,"Feng, L.",Detectability of Late-Time Radio Afterglows from Compact Binary Coalescence
astropy.org,Astropy,0,"also made use of Astropy <em>(http:&#x2F;&#x2F;www.astropy.org).</em> Meixner, Indebetouw, and Nayak were supported by NSF grant",TRUE,2016arXiv160805451N,,,arXiv e-prints,2016arXiv160805451N|arXiv:1608.05451,,2016,2016-08-00,"Nayak, Omnarayani",Studying Relation Between Star Formation and Molecular Clumps on Subparsec Scales in 30 Doradus
astropy.org,Astropy,0,:&#x2F;&#x2F;simbad.u-strasbg.fr&#x2F;simbad 18 https:&#x2F;&#x2F;github.com&#x2F;gammapy&#x2F;gammapy 19 http:&#x2F;&#x2F;www.<em>astropy.org</em> 20 http,FALSE,2018A&A...612A...1H,2018arXiv180402432H,,Astronomy and Astrophysics,2018arXiv180402432H|2018A&A...612A...1H|10.1051/0004-6361/201732098|arXiv:1804.02432|10.1051/0004-6361/201732098|2018arXiv180402432H,10.1051/0004-6361/201732098,2018,2018-04-00,H. E. S. S. Collaboration,The H.E.S.S. Galactic plane survey
github.com/astropy/astroplan,Astropy,0,"<em>https:&#x2F;&#x2F;github.com&#x2F;astropy&#x2F;astroplan,</em> static Zenodo archive: https:&#x2F;&#x2F;doi.org&#x2F;10.5281&#x2F;zenodo.1035883. where users can contribute new",FALSE,2018AJ....155..128M,2017arXiv171209631M,CfA,The Astronomical Journal,2017arXiv171209631M|2018AJ....155..128M|10.3847/1538-3881/aaa47e|arXiv:1712.09631|2017arXiv171209631M|10.3847/1538-3881/aaa47e,10.3847/1538-3881/aaa47e,2018,2018-03-00,"Morris, Brett M.",astroplan: An Open Source Observation Planning Package in Python
astropy/astroplan,Astropy,0,"<em>https:&#x2F;&#x2F;github.com&#x2F;astropy&#x2F;astroplan,</em> static Zenodo archive: https:&#x2F;&#x2F;doi.org&#x2F;10.5281&#x2F;zenodo.1035883. where users can contribute new may be printed if <em>astropy</em> or <em>astroplan</em> need to update the International Earth Rotation and Reference Systems with time, <em>astropy</em> (and therefore <em>astroplan)</em> use constantly updated tables from the IERS, which specify",TRUE,2018AJ....155..128M,2017arXiv171209631M,CfA,The Astronomical Journal,2017arXiv171209631M|2018AJ....155..128M|10.3847/1538-3881/aaa47e|arXiv:1712.09631|2017arXiv171209631M|10.3847/1538-3881/aaa47e,10.3847/1538-3881/aaa47e,2018,2018-03-00,"Morris, Brett M.",astroplan: An Open Source Observation Planning Package in Python
github.com/astropy/astroscrappy,Astropy,0,frames is 53 (84). † ‡ https:&#x2F;&#x2F;github.com&#x2F;saltastro&#x2F;pyhrs https:&#x2F;&#x2F;<em>github.com&#x2F;astropy&#x2F;astroscrappy</em>,TRUE,2016SPIE.9908E..2LC,,,Ground-based and Airborne Instrumentation for Astronomy VI,2016SPIE.9908E..2LC|10.1117/12.2232653|10.1117/12.2232653,10.1117/12.2232653,2016,2016-08-00,"Crawford, S. M.",Data reductions and data quality for the high resolution spectrograph on the Southern African Large Telescope
github.com/astropy/astroscrappy,Astropy,0,"using the astroscrappy package <em>(https:&#x2F;&#x2F;github.com&#x2F;astropy&#x2F;astroscrappy).Note</em> that given the distance of OGLE14-073,",TRUE,2017NatAs...1..713T,2017NatAs...1E.228T|2017arXiv170910475T,Gemini|CfA,Nature Astronomy,2017NatAs...1E.228T|2017arXiv170910475T|10.1038/s41550-017-0228-8|2017NatAs...1..713T|arXiv:1709.10475|2017NatAs...1E.228T|10.1038/s41550-017-0228-8|2017arXiv170910475T,10.1038/s41550-017-0228-8,2017,2017-09-00,"Terreran, G.",Hydrogen-rich supernovae beyond the neutrino-driven core-collapse paradigm
github.com/astropy/astroscrappy,Astropy,0,Curtis McCully; see the documentation on GitHub: <em>https:&#x2F;&#x2F;github.com&#x2F;astropy&#x2F;astroscrappy.</em>,FALSE,2018ApJS..235...10K,2018arXiv180200482K,,The Astrophysical Journal Supplement Series,2018arXiv180200482K|2018ApJS..235...10K|10.3847/1538-4365/aaab51|arXiv:1802.00482|10.3847/1538-4365/aaab51|2018arXiv180200482K,10.3847/1538-4365/aaab51,2018,2018-03-00,"Krogager, J. -K.",MALS-NOT: Identifying Radio-bright Quasars for the MeerKAT Absorption Line Survey
github.com/astropy/astroscrappy,Astropy,0,"<em>here:https:&#x2F;&#x2F;github.com&#x2F;astropy&#x2F;astroscrappy.</em> a cosmic-ray rejection package written in Python, based on the Laplacian-edge cosmic",FALSE,2017ApJ...848....9S,2017arXiv171001790S,,The Astrophysical Journal,2017arXiv171001790S|2017ApJ...848....9S|10.3847/1538-4357/aa88aa|2017arXiv171001790S|10.3847/1538-4357/aa88aa|arXiv:1710.01790,10.3847/1538-4357/aa88aa,2017,2017-10-00,"Stefansson, Gudmundur",Toward Space-like Photometric Precision from the Ground with Beam-shaping Diffusers
astropy/astroscrappy,Astropy,0,frames is 53 (84). † ‡ https:&#x2F;&#x2F;github.com&#x2F;saltastro&#x2F;pyhrs https:&#x2F;&#x2F;github.com&#x2F;<em>astropy&#x2F;astroscrappy</em>,TRUE,2016SPIE.9908E..2LC,,,Ground-based and Airborne Instrumentation for Astronomy VI,2016SPIE.9908E..2LC|10.1117/12.2232653|10.1117/12.2232653,10.1117/12.2232653,2016,2016-08-00,"Crawford, S. M.",Data reductions and data quality for the high resolution spectrograph on the Southern African Large Telescope
astropy/astroscrappy,Astropy,0,"using the astroscrappy package <em>(https:&#x2F;&#x2F;github.com&#x2F;astropy&#x2F;astroscrappy).Note</em> that given the distance of OGLE14-073,",TRUE,2017NatAs...1..713T,2017NatAs...1E.228T|2017arXiv170910475T,Gemini|CfA,Nature Astronomy,2017NatAs...1E.228T|2017arXiv170910475T|10.1038/s41550-017-0228-8|2017NatAs...1..713T|arXiv:1709.10475|2017NatAs...1E.228T|10.1038/s41550-017-0228-8|2017arXiv170910475T,10.1038/s41550-017-0228-8,2017,2017-09-00,"Terreran, G.",Hydrogen-rich supernovae beyond the neutrino-driven core-collapse paradigm
astropy/astroscrappy,Astropy,0,Curtis McCully; see the documentation on GitHub: <em>https:&#x2F;&#x2F;github.com&#x2F;astropy&#x2F;astroscrappy.</em>,FALSE,2018ApJS..235...10K,2018arXiv180200482K,,The Astrophysical Journal Supplement Series,2018arXiv180200482K|2018ApJS..235...10K|10.3847/1538-4365/aaab51|arXiv:1802.00482|10.3847/1538-4365/aaab51|2018arXiv180200482K,10.3847/1538-4365/aaab51,2018,2018-03-00,"Krogager, J. -K.",MALS-NOT: Identifying Radio-bright Quasars for the MeerKAT Absorption Line Survey
astropy/astroscrappy,Astropy,0,"<em>here:https:&#x2F;&#x2F;github.com&#x2F;astropy&#x2F;astroscrappy.</em> a cosmic-ray rejection package written in Python, based on the Laplacian-edge cosmic",FALSE,2017ApJ...848....9S,2017arXiv171001790S,,The Astrophysical Journal,2017arXiv171001790S|2017ApJ...848....9S|10.3847/1538-4357/aa88aa|2017arXiv171001790S|10.3847/1538-4357/aa88aa|arXiv:1710.01790,10.3847/1538-4357/aa88aa,2017,2017-10-00,"Stefansson, Gudmundur",Toward Space-like Photometric Precision from the Ground with Beam-shaping Diffusers
github.com/astropy/astroquery,Astropy,0,".fermi module (see <em>https:&#x2F;&#x2F;github.</em> <em>com&#x2F;astropy&#x2F;astroquery),</em> which is a Python package to access public",TRUE,2013arXiv1307.4534S,,,arXiv e-prints,2013arXiv1307.4534S|arXiv:1307.4534,,2013,2013-07-00,"Sanchez, D. A.",Enrico : a Python package to simplify Fermi-LAT analysis
github.com/astropy/astroquery,Astropy,0,"and 0.234 for r, i, and W1, respectively.6 6 https:&#x2F;&#x2F;<em>github</em>.<em>com</em>&#x2F;<em>astropy</em>&#x2F;<em>astroquery</em>&#x2F;blob&#x2F;master",FALSE,2017AJ....153...58N,2016arXiv160401051N,Spitzer|CFHT,The Astronomical Journal,2016arXiv160401051N|2017AJ....153...58N|10.3847/1538-3881/153/2/58|arXiv:1604.01051|10.3847/1538-3881/153/2/58|2016arXiv160401051N,10.3847/1538-3881/153/2/58,2017,2017-02-00,"Núñez, Carolina",Photometric Selection of a Massive Galaxy Catalog with z ≥ 0.55
astropy/astroquery,Astropy,0,• How to query ESASky with a python script using <em>astropy&#x2F;astroquery:</em> cone search14 • How to query ESASky with a python script using <em>astropy&#x2F;astroquery:</em> single object15 5. Acknowledgments Please acknowledge publications,FALSE,2017arXiv171204114M,,,arXiv e-prints,2017arXiv171204114M|arXiv:1712.04114,,2017,2017-12-00,"Merín, Bruno",ESASky v.2.0: all the skies in your browser
astropy/astroquery,Astropy,0,".fermi module (see https:&#x2F;&#x2F;github. <em>com&#x2F;astropy&#x2F;astroquery),</em> which is a Python package to access public",TRUE,2013arXiv1307.4534S,,,arXiv e-prints,2013arXiv1307.4534S|arXiv:1307.4534,,2013,2013-07-00,"Sanchez, D. A.",Enrico : a Python package to simplify Fermi-LAT analysis
astropy/astroquery,Astropy,0,"and 0.234 for r, i, and W1, respectively.6 6 https:&#x2F;&#x2F;github.com&#x2F;<em>astropy</em>&#x2F;<em>astroquery</em>&#x2F;blob&#x2F;master",FALSE,2017AJ....153...58N,2016arXiv160401051N,Spitzer|CFHT,The Astronomical Journal,2016arXiv160401051N|2017AJ....153...58N|10.3847/1538-3881/153/2/58|arXiv:1604.01051|10.3847/1538-3881/153/2/58|2016arXiv160401051N,10.3847/1538-3881/153/2/58,2017,2017-02-00,"Núñez, Carolina",Photometric Selection of a Massive Galaxy Catalog with z ≥ 0.55
astropy/astroquery,Astropy,0,"et al. 2016, <em>astropy&#x2F;astroquery:</em> v0.3.4 release, , , doi:10.5281&#x2F;zenodo.167867 Gould, A., &amp; Chanamé, J.",FALSE,2017arXiv170903532P,,,arXiv e-prints,2017arXiv170903532P|arXiv:1709.03532,,2017,2017-09-00,"Price-Whelan, Adrian M.",Spectroscopic confirmation of very-wide stellar binaries and large-separation comoving pairs from Gaia DR1
github.com/astropy/halotools,Astropy,0,"has been written in fully public view on <em>https:&#x2F;&#x2F;github.com&#x2F;astropy&#x2F;halotools,</em> in the spirit of open science. but at any given time the master branch of the code on https:&#x2F;&#x2F;<em>github.com&#x2F;astropy&#x2F;halotools</em> may have features The public repository https:&#x2F;&#x2F;<em>github.com&#x2F;astropy&#x2F;halotools</em> has a webhook set up",FALSE,2017AJ....154..190H,2016arXiv160604106H,CfA,The Astronomical Journal,2016arXiv160604106H|2017AJ....154..190H|10.3847/1538-3881/aa859f|2016arXiv160604106H|10.3847/1538-3881/aa859f|arXiv:1606.04106,10.3847/1538-3881/aa859f,2017,2017-11-00,"Hearin, Andrew P.",Forward Modeling of Large-scale Structure: An Open-source Approach with Halotools
github.com/astropy/halotools,Astropy,0,"on <em>https:&#x2F;&#x2F;github.com&#x2F;astropy&#x2F;halotools,</em> in the spirit of open science. The remainder of this paper is organized as follows.",FALSE,2016MNRAS.460.2552H,2015arXiv151203050H|2016MNRAS.tmp..820H,,Monthly Notices of the Royal Astronomical Society,2015arXiv151203050H|2016MNRAS.tmp..820H|2016MNRAS.460.2552H|10.1093/mnras/stw840|2015arXiv151203050H|arXiv:1512.03050|2016MNRAS.tmp..820H|10.1093/mnras/stw840,10.1093/mnras/stw840,2016,2016-08-00,"Hearin, Andrew P.",Introducing decorated HODs: modelling assembly bias in the galaxy-halo connection
astropy/halotools,Astropy,0,"has been written in fully public view on <em>https:&#x2F;&#x2F;github.com&#x2F;astropy&#x2F;halotools,</em> in the spirit of open science. of the code can be installed via pip install halotools or via conda install-c <em>astropy</em> <em>halotools,</em> but at any given time the master branch of the code on https:&#x2F;&#x2F;github.com&#x2F;<em>astropy&#x2F;halotools</em> may have features The public repository https:&#x2F;&#x2F;github.com&#x2F;<em>astropy&#x2F;halotools</em> has a webhook set up",FALSE,2017AJ....154..190H,2016arXiv160604106H,CfA,The Astronomical Journal,2016arXiv160604106H|2017AJ....154..190H|10.3847/1538-3881/aa859f|2016arXiv160604106H|10.3847/1538-3881/aa859f|arXiv:1606.04106,10.3847/1538-3881/aa859f,2017,2017-11-00,"Hearin, Andrew P.",Forward Modeling of Large-scale Structure: An Open-source Approach with Halotools
astropy/halotools,Astropy,0,"on <em>https:&#x2F;&#x2F;github.com&#x2F;astropy&#x2F;halotools,</em> in the spirit of open science. The remainder of this paper is organized as follows.",FALSE,2016MNRAS.460.2552H,2015arXiv151203050H|2016MNRAS.tmp..820H,,Monthly Notices of the Royal Astronomical Society,2015arXiv151203050H|2016MNRAS.tmp..820H|2016MNRAS.460.2552H|10.1093/mnras/stw840|2015arXiv151203050H|arXiv:1512.03050|2016MNRAS.tmp..820H|10.1093/mnras/stw840,10.1093/mnras/stw840,2016,2016-08-00,"Hearin, Andrew P.",Introducing decorated HODs: modelling assembly bias in the galaxy-halo connection
